#t step_exp step_exp_err step_rel step_rel_err diff_exp diff_exp_err diff_rel diff_rel_err chem_exp chem_exp_err chem_rel chem_rel_err speedup speedup_err 
176 0.0169752 0 5.52236e-05 0 3.16939e-05 0 3.93912e-05 0 0.0169435 0 1.58324e-05 0 307.39 0.0796389
177 0.0170349 0 5.52811e-05 0 3.1747e-05 0 3.94506e-05 0 0.0170032 0 1.58306e-05 0 308.151 0.0744222
178 0.0170493 0 5.53385e-05 0 3.18053e-05 0 3.9518e-05 0 0.0170175 0 1.58205e-05 0 308.091 0.0669498
179 0.0171024 0 5.54277e-05 0 3.18593e-05 0 3.95655e-05 0 0.0170705 0 1.58622e-05 0 308.553 0.0505973
180 0.0171449 0 5.54547e-05 0 3.18944e-05 0 3.96398e-05 0 0.017113 0 1.58148e-05 0 309.17 0.0600795
181 0.0171614 0 5.55395e-05 0 3.19438e-05 0 3.9698e-05 0 0.0171294 0 1.58415e-05 0 308.994 0.0524606
182 0.017209 0 5.55721e-05 0 3.19966e-05 0 3.97496e-05 0 0.017177 0 1.58225e-05 0 309.67 0.0648793
183 0.0172346 0 5.56335e-05 0 3.20444e-05 0 3.9801e-05 0 0.0172025 0 1.58324e-05 0 309.788 0.0699705
184 0.0172956 0 5.57337e-05 0 3.20813e-05 0 3.98603e-05 0 0.0172635 0 1.58734e-05 0 310.325 0.0656423
185 0.0173158 0 5.57566e-05 0 3.21231e-05 0 3.99185e-05 0 0.0172837 0 1.58381e-05 0 310.56 0.0733407
186 0.017351 0 5.58183e-05 0 3.21737e-05 0 3.9988e-05 0 0.0173188 0 1.58303e-05 0 310.848 0.0906128
187 0.0173835 0 5.58812e-05 0 3.22123e-05 0 4.00395e-05 0 0.0173512 0 1.58417e-05 0 311.079 0.0745584
188 0.0174093 0 5.59003e-05 0 3.22745e-05 0 4.00889e-05 0 0.017377 0 1.58114e-05 0 311.435 0.0697477
189 0.0174702 0 5.60296e-05 0 3.23003e-05 0 4.01605e-05 0 0.0174379 0 1.58691e-05 0 311.805 0.0806086
190 0.0174969 0 5.60637e-05 0 3.23474e-05 0 4.02285e-05 0 0.0174645 0 1.58352e-05 0 312.09 0.0980864
191 0.0175266 0 5.61172e-05 0 3.24235e-05 0 4.02777e-05 0 0.0174942 0 1.58395e-05 0 312.322 0.0985665
192 0.0175882 0 5.61693e-05 0 3.24312e-05 0 4.0324e-05 0 0.0175558 0 1.58453e-05 0 313.128 0.0650582
193 0.0176029 0 5.62015e-05 0 3.24992e-05 0 4.03709e-05 0 0.0175704 0 1.58306e-05 0 313.21 0.0752777
194 0.017655 0 5.62707e-05 0 3.25283e-05 0 4.04419e-05 0 0.0176224 0 1.58289e-05 0 313.751 0.0659863
195 0.0176654 0 5.63561e-05 0 3.25743e-05 0 4.04968e-05 0 0.0176329 0 1.58593e-05 0 313.461 0.0822427
196 0.017727 0 5.64047e-05 0 3.2628e-05 0 4.05672e-05 0 0.0176944 0 1.58375e-05 0 314.283 0.0907517
197 0.0177523 0 5.64681e-05 0 3.26526e-05 0 4.06106e-05 0 0.0177196 0 1.58575e-05 0 314.377 0.0782883
198 0.0177956 0 5.64866e-05 0 3.27072e-05 0 4.06621e-05 0 0.0177629 0 1.58245e-05 0 315.041 0.0672015
199 0.0178252 0 5.65379e-05 0 3.2759e-05 0 4.07134e-05 0 0.0177924 0 1.58245e-05 0 315.278 0.0701253
200 0.0178689 0 5.66508e-05 0 3.2814e-05 0 4.07874e-05 0 0.0178361 0 1.58634e-05 0 315.421 0.0780661
201 0.0178981 0 5.66784e-05 0 3.28459e-05 0 4.08385e-05 0 0.0178652 0 1.58399e-05 0 315.783 0.0631975
