#t step_exp step_exp_err step_rel step_rel_err diff_exp diff_exp_err diff_rel diff_rel_err chem_exp chem_exp_err chem_rel chem_rel_err speedup speedup_err 
175 0.0062303 0 5.37679e-05 0 3.16992e-05 0 3.93313e-05 0 0.00619861 0 1.44366e-05 0 115.874 0.0417941
176 0.00623957 0 5.3861e-05 0 3.17192e-05 0 3.93862e-05 0 0.00620785 0 1.44747e-05 0 115.846 0.0387098
177 0.00623987 0 5.39247e-05 0 3.17522e-05 0 3.94719e-05 0 0.00620812 0 1.44528e-05 0 115.715 0.0462763
178 0.00624699 0 5.39694e-05 0 3.17984e-05 0 3.95185e-05 0 0.00621519 0 1.44509e-05 0 115.751 0.0396097
179 0.0062565 0 5.40638e-05 0 3.18623e-05 0 3.95723e-05 0 0.00622464 0 1.44915e-05 0 115.725 0.0358886
180 0.00625575 0 5.40932e-05 0 3.18847e-05 0 3.96287e-05 0 0.00622387 0 1.44645e-05 0 115.648 0.0327405
181 0.00627434 0 5.41695e-05 0 3.19321e-05 0 3.96971e-05 0 0.00624241 0 1.44725e-05 0 115.828 0.0432345
182 0.00626727 0 5.42283e-05 0 3.20058e-05 0 3.97514e-05 0 0.00623526 0 1.44769e-05 0 115.572 0.0404768
183 0.00628757 0 5.4285e-05 0 3.20521e-05 0 3.98153e-05 0 0.00625552 0 1.44697e-05 0 115.826 0.0482925
184 0.006289 0 5.43885e-05 0 3.20943e-05 0 3.98737e-05 0 0.00625691 0 1.45148e-05 0 115.631 0.0359883
185 0.0062938 0 5.43998e-05 0 3.21405e-05 0 3.99329e-05 0 0.00626166 0 1.44669e-05 0 115.695 0.0387425
186 0.00630055 0 5.44634e-05 0 3.2185e-05 0 3.99915e-05 0 0.00626836 0 1.44719e-05 0 115.684 0.0340286
187 0.00629617 0 5.45387e-05 0 3.22272e-05 0 4.00558e-05 0 0.00626394 0 1.44829e-05 0 115.444 0.0424364
188 0.00631761 0 5.45714e-05 0 3.22983e-05 0 4.01083e-05 0 0.00628532 0 1.44631e-05 0 115.768 0.0351396
189 0.00631243 0 5.46749e-05 0 3.23101e-05 0 4.01674e-05 0 0.00628012 0 1.45075e-05 0 115.454 0.0376414
190 0.0063236 0 5.47123e-05 0 3.23895e-05 0 4.02294e-05 0 0.00629121 0 1.44828e-05 0 115.579 0.0363456
191 0.00633207 0 5.47703e-05 0 3.24159e-05 0 4.0281e-05 0 0.00629965 0 1.44893e-05 0 115.611 0.0380858
192 0.00633229 0 5.48489e-05 0 3.24713e-05 0 4.0322e-05 0 0.00629982 0 1.45269e-05 0 115.45 0.039678
193 0.00634361 0 5.48848e-05 0 3.25031e-05 0 4.03743e-05 0 0.0063111 0 1.45105e-05 0 115.58 0.0353792
194 0.00635064 0 5.49711e-05 0 3.25567e-05 0 4.04529e-05 0 0.00631809 0 1.45182e-05 0 115.527 0.0387718
195 0.0063506 0 5.50348e-05 0 3.25846e-05 0 4.04916e-05 0 0.00631801 0 1.45432e-05 0 115.392 0.0300762
196 0.00635693 0 5.50614e-05 0 3.26341e-05 0 4.0551e-05 0 0.0063243 0 1.45104e-05 0 115.452 0.02935
197 0.00636319 0 5.51412e-05 0 3.26793e-05 0 4.06037e-05 0 0.00633051 0 1.45375e-05 0 115.398 0.0378044
198 0.00635916 0 5.52085e-05 0 3.27362e-05 0 4.06719e-05 0 0.00632642 0 1.45366e-05 0 115.185 0.0481343
199 0.006382 0 5.52562e-05 0 3.27836e-05 0 4.072e-05 0 0.00634922 0 1.45362e-05 0 115.498 0.0344706
200 0.00636293 0 5.53423e-05 0 3.28052e-05 0 4.08089e-05 0 0.00633013 0 1.45334e-05 0 114.974 0.0356883
201 0.00638375 0 5.53756e-05 0 3.28677e-05 0 4.08443e-05 0 0.00635088 0 1.45314e-05 0 115.281 0.0488879
