#t step_exp step_exp_err step_rel step_rel_err diff_exp diff_exp_err diff_rel diff_rel_err chem_exp chem_exp_err chem_rel chem_rel_err speedup speedup_err 
43 0.00711052 8.18723e-08 4.2778e-05 1.94916e-10 2.32126e-05 1.1019e-09 2.86561e-05 8.30854e-10 0.00708731 8.07429e-08 1.41219e-05 1.02491e-09 166.219 0.057876
44 0.00716436 3.52202e-07 4.29096e-05 4.22452e-10 2.33439e-05 5.59923e-10 2.87879e-05 7.1743e-10 0.00714101 3.52813e-07 1.41217e-05 1.13877e-09 166.965 0.0664343
45 0.00722824 1.4084e-07 4.3033e-05 1.30585e-09 2.34097e-05 7.48528e-11 2.89198e-05 2.0873e-09 0.00720483 1.40898e-07 1.41132e-05 7.82438e-10 167.97 0.0488578
46 0.00727701 4.33191e-07 4.3163e-05 1.09768e-10 2.35028e-05 2.19022e-10 2.90366e-05 2.14518e-09 0.00725351 4.32973e-07 1.41265e-05 2.03546e-09 168.594 0.0508761
47 0.00734403 4.86965e-07 4.3303e-05 3.30551e-09 2.36182e-05 4.94066e-10 2.91669e-05 3.02399e-09 0.00732041 4.8747e-07 1.41362e-05 2.82158e-10 169.597 0.0683532
48 0.00738942 3.29563e-07 4.33952e-05 3.61394e-10 2.36897e-05 9.69841e-10 2.92608e-05 6.72594e-10 0.00736573 3.28623e-07 1.41344e-05 1.03298e-09 170.282 0.0474523
49 0.00743144 1.45285e-07 4.34867e-05 1.89852e-10 2.37621e-05 3.80482e-09 2.93835e-05 6.19168e-10 0.00740768 1.41497e-07 1.41031e-05 8.08818e-10 170.89 0.051055
50 0.00749888 4.97426e-07 4.36313e-05 9.09706e-10 2.38678e-05 1.59061e-09 2.95062e-05 5.04698e-10 0.00747501 4.95828e-07 1.4125e-05 1.41427e-09 171.87 0.0600249
51 0.0075608 0 4.37559e-05 0 2.39592e-05 0 2.95937e-05 0 0.00753684 0 1.41623e-05 0 172.795 0.0474507
52 0.0076143 0 4.3861e-05 0 2.40427e-05 0 2.97254e-05 0 0.00759026 0 1.41355e-05 0 173.601 0.0524134
53 0.00765707 0 4.3964e-05 0 2.41379e-05 0 2.98286e-05 0 0.00763294 0 1.41353e-05 0 174.167 0.0508109
54 0.00772805 0 4.41053e-05 0 2.42335e-05 0 2.99541e-05 0 0.00770382 0 1.41513e-05 0 175.218 0.0569663
55 0.00777738 0 4.42251e-05 0 2.42979e-05 0 3.00672e-05 0 0.00775308 0 1.41579e-05 0 175.859 0.0586583
56 0.00783651 0 4.43251e-05 0 2.43922e-05 0 3.01676e-05 0 0.00781212 0 1.41575e-05 0 176.797 0.055635
57 0.00786355 0 4.44327e-05 0 2.44825e-05 0 3.026e-05 0 0.00783907 0 1.41727e-05 0 176.977 0.056269
58 0.00791662 0 4.45541e-05 0 2.45775e-05 0 3.03684e-05 0 0.00789204 0 1.41857e-05 0 177.686 0.0525657
59 0.00796218 0 4.4665e-05 0 2.46435e-05 0 3.0484e-05 0 0.00793753 0 1.4181e-05 0 178.265 0.0565093
60 0.0080148 0 4.47504e-05 0 2.47199e-05 0 3.05792e-05 0 0.00799008 0 1.41712e-05 0 179.1 0.0530056
61 0.0080816 0 4.4869e-05 0 2.4813e-05 0 3.06868e-05 0 0.00805679 0 1.41823e-05 0 180.115 0.0513968
62 0.00813014 0 4.49788e-05 0 2.48867e-05 0 3.07903e-05 0 0.00810525 0 1.41885e-05 0 180.755 0.0521715
63 0.00816371 0 4.50963e-05 0 2.49786e-05 0 3.08842e-05 0 0.00813874 0 1.4212e-05 0 181.029 0.0720538
64 0.00820988 0 4.51865e-05 0 2.50375e-05 0 3.10103e-05 0 0.00818485 0 1.41762e-05 0 181.689 0.0485962
65 0.00825847 0 4.52804e-05 0 2.5122e-05 0 3.11035e-05 0 0.00823335 0 1.41769e-05 0 182.385 0.0579803
66 0.00831139 0 4.53933e-05 0 2.52295e-05 0 3.12193e-05 0 0.00828616 0 1.4174e-05 0 183.098 0.068571
67 0.00838021 0 4.54996e-05 0 2.52865e-05 0 3.13097e-05 0 0.00835492 0 1.41899e-05 0 184.182 0.0600944
68 0.00839841 0 4.55762e-05 0 2.53676e-05 0 3.13988e-05 0 0.00837304 0 1.41774e-05 0 184.272 0.0537393
69 0.00843735 0 4.57021e-05 0 2.54645e-05 0 3.1486e-05 0 0.00841189 0 1.42161e-05 0 184.617 0.0565827
70 0.00848273 0 4.5791e-05 0 2.55237e-05 0 3.15765e-05 0 0.00845721 0 1.42145e-05 0 185.249 0.0475707
71 0.00852995 0 4.58756e-05 0 2.56121e-05 0 3.1667e-05 0 0.00850434 0 1.42086e-05 0 185.937 0.0517368
72 0.00857869 0 4.59917e-05 0 2.56879e-05 0 3.17738e-05 0 0.008553 0 1.42178e-05 0 186.527 0.0629767
73 0.00861823 0 4.60933e-05 0 2.57461e-05 0 3.18645e-05 0 0.00859248 0 1.42288e-05 0 186.974 0.0492655
74 0.00867837 0 4.61702e-05 0 2.58081e-05 0 3.19544e-05 0 0.00865256 0 1.42158e-05 0 187.965 0.0534942
75 0.00872501 0 4.62912e-05 0 2.58945e-05 0 3.20619e-05 0 0.00869912 0 1.42293e-05 0 188.482 0.0628568
76 0.00876106 0 4.64201e-05 0 2.59605e-05 0 3.21496e-05 0 0.0087351 0 1.42706e-05 0 188.734 0.052357
77 0.0087995 0 4.65152e-05 0 2.60709e-05 0 3.22495e-05 0 0.00877343 0 1.42657e-05 0 189.175 0.0620992
78 0.0088557 0 4.65813e-05 0 2.61346e-05 0 3.23159e-05 0 0.00882956 0 1.42655e-05 0 190.113 0.053917
79 0.00889336 0 4.66648e-05 0 2.61864e-05 0 3.24288e-05 0 0.00886718 0 1.4236e-05 0 190.58 0.0542672
80 0.00895121 0 4.67775e-05 0 2.62565e-05 0 3.25155e-05 0 0.00892496 0 1.4262e-05 0 191.357 0.0419295
81 0.00897462 0 4.6857e-05 0 2.63356e-05 0 3.26077e-05 0 0.00894828 0 1.42493e-05 0 191.532 0.054556
82 0.0090241 0 4.69465e-05 0 2.63902e-05 0 3.26906e-05 0 0.00899771 0 1.42559e-05 0 192.221 0.0470128
83 0.0090613 0 4.70608e-05 0 2.64682e-05 0 3.27726e-05 0 0.00903483 0 1.42881e-05 0 192.545 0.0540563
84 0.00909921 0 4.71259e-05 0 2.65393e-05 0 3.2874e-05 0 0.00907267 0 1.42519e-05 0 193.083 0.05768
85 0.00914997 0 4.72796e-05 0 2.65925e-05 0 3.2955e-05 0 0.00912337 0 1.43246e-05 0 193.529 0.0458127
86 0.00917773 0 4.73759e-05 0 2.66779e-05 0 3.3044e-05 0 0.00915105 0 1.4332e-05 0 193.722 0.0655321
87 0.00922823 0 4.74151e-05 0 2.67432e-05 0 3.31237e-05 0 0.00920148 0 1.42914e-05 0 194.627 0.058577
88 0.0092563 0 4.75118e-05 0 2.68092e-05 0 3.32084e-05 0 0.00922949 0 1.43035e-05 0 194.821 0.0620147
89 0.00930152 0 4.7679e-05 0 2.68897e-05 0 3.3295e-05 0 0.00927463 0 1.4384e-05 0 195.086 0.0444116
90 0.00935508 0 4.77204e-05 0 2.69379e-05 0 3.33839e-05 0 0.00932814 0 1.43366e-05 0 196.039 0.0596248
91 0.00937993 0 4.77409e-05 0 2.69908e-05 0 3.34644e-05 0 0.00935293 0 1.42765e-05 0 196.476 0.0533768
92 0.00941275 0 4.78534e-05 0 2.70804e-05 0 3.35383e-05 0 0.00938567 0 1.43151e-05 0 196.7 0.0464453
93 0.00946702 0 4.79238e-05 0 2.71397e-05 0 3.36245e-05 0 0.00943988 0 1.42993e-05 0 197.543 0.056779
94 0.00949039 0 4.80255e-05 0 2.72334e-05 0 3.37108e-05 0 0.00946316 0 1.43147e-05 0 197.612 0.0503657
95 0.0095326 0 4.80836e-05 0 2.72646e-05 0 3.37745e-05 0 0.00950533 0 1.43091e-05 0 198.251 0.0526255
96 0.00956499 0 4.81937e-05 0 2.73591e-05 0 3.38594e-05 0 0.00953763 0 1.43342e-05 0 198.47 0.0572062
97 0.00960192 0 4.82533e-05 0 2.73882e-05 0 3.39448e-05 0 0.00957454 0 1.43085e-05 0 198.99 0.0441966
98 0.00964947 0 4.83648e-05 0 2.74666e-05 0 3.40393e-05 0 0.00962201 0 1.43256e-05 0 199.515 0.0736085
99 0.00967821 0 4.8441e-05 0 2.75394e-05 0 3.4102e-05 0 0.00965067 0 1.4339e-05 0 199.794 0.0584496
100 0.00971114 0 4.85378e-05 0 2.75968e-05 0 3.41884e-05 0 0.00968354 0 1.43494e-05 0 200.074 0.0526412
101 0.00976232 0 4.86086e-05 0 2.76641e-05 0 3.42609e-05 0 0.00973465 0 1.43477e-05 0 200.835 0.0638697
102 0.00979206 0 4.86986e-05 0 2.77276e-05 0 3.43649e-05 0 0.00976433 0 1.43338e-05 0 201.075 0.0600666
103 0.00982213 0 4.87898e-05 0 2.7803e-05 0 3.44283e-05 0 0.00979433 0 1.43615e-05 0 201.316 0.0611007
104 0.00987048 0 4.88589e-05 0 2.78291e-05 0 3.44983e-05 0 0.00984265 0 1.43606e-05 0 202.02 0.056607
105 0.00991441 0 4.89502e-05 0 2.79124e-05 0 3.45954e-05 0 0.0098865 0 1.43548e-05 0 202.541 0.0496313
106 0.00994277 0 4.90275e-05 0 2.79828e-05 0 3.4665e-05 0 0.00991478 0 1.43625e-05 0 202.801 0.078931
107 0.00998009 0 4.91113e-05 0 2.80174e-05 0 3.47478e-05 0 0.00995207 0 1.43635e-05 0 203.214 0.0444592
108 0.0100102 0 4.91882e-05 0 2.81346e-05 0 3.48152e-05 0 0.00998209 0 1.4373e-05 0 203.509 0.0507244
109 0.0100536 0 4.92825e-05 0 2.81463e-05 0 3.48958e-05 0 0.0100254 0 1.43867e-05 0 203.999 0.0568135
110 0.0100718 0 4.93514e-05 0 2.82055e-05 0 3.49843e-05 0 0.0100436 0 1.43671e-05 0 204.083 0.0715007
111 0.0101188 0 4.94351e-05 0 2.82685e-05 0 3.50477e-05 0 0.0100905 0 1.43874e-05 0 204.689 0.0550358
112 0.0101479 0 4.95108e-05 0 2.8328e-05 0 3.51042e-05 0 0.0101195 0 1.44066e-05 0 204.962 0.0541335
113 0.0101947 0 4.9583e-05 0 2.83962e-05 0 3.51937e-05 0 0.0101663 0 1.43893e-05 0 205.609 0.0537956
114 0.0102154 0 4.96598e-05 0 2.84607e-05 0 3.5267e-05 0 0.0101869 0 1.43928e-05 0 205.707 0.0500494
115 0.010241 0 4.97529e-05 0 2.8523e-05 0 3.53401e-05 0 0.0102125 0 1.44129e-05 0 205.838 0.0815593
116 0.0102883 0 4.98346e-05 0 2.85597e-05 0 3.54376e-05 0 0.0102598 0 1.4397e-05 0 206.45 0.0620138
117 0.0103375 0 4.98966e-05 0 2.86551e-05 0 3.54964e-05 0 0.0103088 0 1.44001e-05 0 207.178 0.0476357
118 0.0103413 0 4.99844e-05 0 2.86757e-05 0 3.55804e-05 0 0.0103126 0 1.4404e-05 0 206.89 0.0471954
119 0.0103828 0 5.00544e-05 0 2.87397e-05 0 3.5643e-05 0 0.010354 0 1.44114e-05 0 207.43 0.0478718
120 0.0104221 0 5.0134e-05 0 2.88273e-05 0 3.5731e-05 0 0.0103933 0 1.44029e-05 0 207.886 0.0536978
121 0.0104485 0 5.0207e-05 0 2.88703e-05 0 3.58032e-05 0 0.0104196 0 1.44038e-05 0 208.109 0.0501057
122 0.0104729 0 5.02777e-05 0 2.89231e-05 0 3.58495e-05 0 0.010444 0 1.44281e-05 0 208.301 0.0566338
123 0.0105114 0 5.03656e-05 0 2.89781e-05 0 3.59195e-05 0 0.0104824 0 1.44462e-05 0 208.702 0.0461877
124 0.01056 0 5.04284e-05 0 2.90579e-05 0 3.60073e-05 0 0.010531 0 1.44211e-05 0 209.407 0.0489348
125 0.0105866 0 5.05209e-05 0 2.90826e-05 0 3.60686e-05 0 0.0105575 0 1.44523e-05 0 209.548 0.0481824
126 0.0106081 0 5.05943e-05 0 2.91455e-05 0 3.61531e-05 0 0.010579 0 1.44412e-05 0 209.671 0.0627273
127 0.0106672 0 5.06554e-05 0 2.92104e-05 0 3.62178e-05 0 0.010638 0 1.44375e-05 0 210.584 0.0546723
128 0.0106854 0 5.07459e-05 0 2.92715e-05 0 3.629e-05 0 0.0106561 0 1.44558e-05 0 210.567 0.0621147
129 0.0107282 0 5.0808e-05 0 2.93364e-05 0 3.63675e-05 0 0.0106989 0 1.44406e-05 0 211.152 0.0514366
130 0.0107478 0 5.08934e-05 0 2.93739e-05 0 3.64245e-05 0 0.0107185 0 1.44689e-05 0 211.184 0.0467514
131 0.0108077 0 5.09558e-05 0 2.94401e-05 0 3.64919e-05 0 0.0107783 0 1.44639e-05 0 212.1 0.0528753
132 0.0108097 0 5.10432e-05 0 2.94892e-05 0 3.65759e-05 0 0.0107802 0 1.44673e-05 0 211.775 0.0686859
133 0.0108444 0 5.11032e-05 0 2.95347e-05 0 3.66341e-05 0 0.0108149 0 1.4469e-05 0 212.206 0.0527419
134 0.0108827 0 5.11793e-05 0 2.95921e-05 0 3.66987e-05 0 0.0108531 0 1.44806e-05 0 212.639 0.0569447
135 0.010922 0 5.12608e-05 0 2.9676e-05 0 3.67873e-05 0 0.0108923 0 1.44735e-05 0 213.067 0.0487007
136 0.0109285 0 5.13325e-05 0 2.97066e-05 0 3.68453e-05 0 0.0108988 0 1.44872e-05 0 212.896 0.053731
137 0.0109752 0 5.13909e-05 0 2.97534e-05 0 3.69105e-05 0 0.0109454 0 1.44804e-05 0 213.563 0.0534189
138 0.0110148 0 5.14793e-05 0 2.98014e-05 0 3.69821e-05 0 0.010985 0 1.44972e-05 0 213.966 0.0575576
139 0.0110463 0 5.15463e-05 0 2.98729e-05 0 3.70507e-05 0 0.0110164 0 1.44956e-05 0 214.298 0.0834886
140 0.0110938 0 5.16095e-05 0 2.99292e-05 0 3.71179e-05 0 0.0110638 0 1.44916e-05 0 214.956 0.0591791
141 0.0111038 0 5.16749e-05 0 2.99751e-05 0 3.71724e-05 0 0.0110738 0 1.45025e-05 0 214.878 0.0540818
142 0.0111303 0 5.17593e-05 0 3.00453e-05 0 3.72591e-05 0 0.0111002 0 1.45001e-05 0 215.04 0.0666004
143 0.0111661 0 5.18324e-05 0 3.01003e-05 0 3.73108e-05 0 0.011136 0 1.45216e-05 0 215.427 0.0602794
144 0.0112053 0 5.18879e-05 0 3.0118e-05 0 3.73775e-05 0 0.0111752 0 1.45104e-05 0 215.953 0.0470959
145 0.0112338 0 5.19678e-05 0 3.01981e-05 0 3.7432e-05 0 0.0112036 0 1.45359e-05 0 216.169 0.0514947
146 0.0112662 0 5.2024e-05 0 3.02322e-05 0 3.75237e-05 0 0.0112359 0 1.45002e-05 0 216.557 0.0449149
147 0.0112757 0 5.21067e-05 0 3.02866e-05 0 3.75732e-05 0 0.0112454 0 1.45335e-05 0 216.397 0.05288
148 0.011321 0 5.21661e-05 0 3.03485e-05 0 3.76498e-05 0 0.0112907 0 1.45162e-05 0 217.019 0.0582112
149 0.01134 0 5.22434e-05 0 3.04008e-05 0 3.7695e-05 0 0.0113096 0 1.45484e-05 0 217.062 0.050274
150 0.0113891 0 5.23054e-05 0 3.04477e-05 0 3.77917e-05 0 0.0113587 0 1.45137e-05 0 217.743 0.0581001
151 0.0114032 0 5.23811e-05 0 3.04909e-05 0 3.7823e-05 0 0.0113727 0 1.45581e-05 0 217.697 0.0742913
152 0.0114465 0 5.24556e-05 0 3.05325e-05 0 3.78977e-05 0 0.0114159 0 1.4558e-05 0 218.213 0.0591083
153 0.0114546 0 5.2505e-05 0 3.0593e-05 0 3.79532e-05 0 0.011424 0 1.45518e-05 0 218.163 0.0622379
154 0.0115006 0 5.25882e-05 0 3.0651e-05 0 3.80317e-05 0 0.01147 0 1.45564e-05 0 218.693 0.0708915
155 0.0115414 0 5.26437e-05 0 3.06943e-05 0 3.81031e-05 0 0.0115107 0 1.45406e-05 0 219.235 0.0632525
156 0.0115657 0 5.27128e-05 0 3.07639e-05 0 3.81599e-05 0 0.011535 0 1.45528e-05 0 219.41 0.05509
157 0.0116002 0 5.27665e-05 0 3.08037e-05 0 3.82202e-05 0 0.0115694 0 1.45463e-05 0 219.841 0.0547322
158 0.0116144 0 5.28487e-05 0 3.08469e-05 0 3.82923e-05 0 0.0115835 0 1.45564e-05 0 219.767 0.0538668
159 0.0116473 0 5.29134e-05 0 3.08767e-05 0 3.83303e-05 0 0.0116165 0 1.45831e-05 0 220.121 0.0559624
160 0.0116766 0 5.29617e-05 0 3.0942e-05 0 3.83776e-05 0 0.0116457 0 1.4584e-05 0 220.473 0.053388
161 0.0116859 0 5.30589e-05 0 3.10094e-05 0 3.84818e-05 0 0.0116549 0 1.4577e-05 0 220.245 0.0463803
162 0.0117349 0 5.31118e-05 0 3.10423e-05 0 3.85304e-05 0 0.0117039 0 1.45814e-05 0 220.947 0.0613323
163 0.0117668 0 5.31731e-05 0 3.10824e-05 0 3.85914e-05 0 0.0117357 0 1.45817e-05 0 221.292 0.0533837
164 0.0118116 0 5.32377e-05 0 3.11315e-05 0 3.86588e-05 0 0.0117805 0 1.45788e-05 0 221.866 0.0539228
165 0.0118222 0 5.33006e-05 0 3.12102e-05 0 3.87065e-05 0 0.011791 0 1.45941e-05 0 221.803 0.0466502
166 0.011849 0 5.33604e-05 0 3.1233e-05 0 3.87672e-05 0 0.0118178 0 1.45932e-05 0 222.056 0.0564336
167 0.011866 0 5.34466e-05 0 3.12914e-05 0 3.8847e-05 0 0.0118347 0 1.45997e-05 0 222.017 0.0900621
168 0.0119071 0 5.35226e-05 0 3.13672e-05 0 3.89057e-05 0 0.0118758 0 1.46169e-05 0 222.47 0.0826802
169 0.0119205 0 5.35615e-05 0 3.13765e-05 0 3.89589e-05 0 0.0118891 0 1.46025e-05 0 222.557 0.0524745
170 0.0119475 0 5.36223e-05 0 3.14468e-05 0 3.90307e-05 0 0.0119161 0 1.45916e-05 0 222.809 0.0648582
171 0.0119835 0 5.36945e-05 0 3.14919e-05 0 3.90913e-05 0 0.0119521 0 1.46032e-05 0 223.18 0.0543584
172 0.0120277 0 5.37629e-05 0 3.15204e-05 0 3.9145e-05 0 0.0119962 0 1.46179e-05 0 223.717 0.0579607
173 0.012028 0 5.38016e-05 0 3.15649e-05 0 3.91954e-05 0 0.0119964 0 1.46062e-05 0 223.561 0.0513088
174 0.0120889 0 5.38908e-05 0 3.16506e-05 0 3.9276e-05 0 0.0120572 0 1.46147e-05 0 224.322 0.0508047
175 0.0120964 0 5.39463e-05 0 3.16711e-05 0 3.93247e-05 0 0.0120647 0 1.46216e-05 0 224.23 0.0731749
176 0.0121314 0 5.4036e-05 0 3.17214e-05 0 3.9399e-05 0 0.0120997 0 1.4637e-05 0 224.507 0.0628125
177 0.0121742 0 5.40807e-05 0 3.17507e-05 0 3.94617e-05 0 0.0121425 0 1.4619e-05 0 225.113 0.0608564
