0.1 1.114539835912276e-04 6.741010689987954e+00
0.2 1.577850604116748e-04 7.058469721819385e+00
0.3 1.861275797869184e-04 6.943808321260586e+00
0.4 2.115019252615348e-04 6.919419865066203e+00
0.5 2.363382065986028e-04 6.970095156592800e+00
0.6 2.605557164130080e-04 7.074714371416087e+00
0.7 2.826371915732737e-04 7.172946492348250e+00
0.8 2.876236967649519e-04 6.748438881724974e+00
0.9 3.117984927705512e-04 6.949851360078567e+00
1 3.347865744458819e-04 7.164129563163844e+00
1.1 3.376793147291399e-04 6.773864926950858e+00
1.2 3.614358094789890e-04 7.034511883944697e+00
1.3 3.746070023302502e-04 6.935199230311525e+00
1.4 3.869460716823120e-04 6.959182365900478e+00
1.5 4.085867111859871e-04 7.221684543564992e+00
1.6 4.121301621032101e-04 6.930967336803551e+00
1.7 4.340940571518175e-04 7.219801453765542e+00
1.8 4.371288826679410e-04 6.940757314213154e+00
1.9 4.585067219714827e-04 7.233581506870348e+00
2 4.619651393196199e-04 6.982458873334244e+00
2.1 4.792595100522884e-04 7.153912606131511e+00
2.2 4.866070191113414e-04 7.050806029538560e+00
2.3 4.883122703360238e-04 6.752318526247439e+00
2.4 5.109146955454829e-04 7.139616291947801e+00
2.5 5.124940748964895e-04 6.887221275027962e+00
2.6 5.343249078549236e-04 7.234012620640625e+00
2.7 5.369040327422487e-04 7.013668745067442e+00
2.8 5.389443710886131e-04 6.717558753227372e+00
2.9 5.609254295699266e-04 7.148191568590707e+00
3 5.623931960865756e-04 6.921625312648296e+00
3.1 5.827788914563516e-04 7.253478643004573e+00
3.2 5.865179944108698e-04 7.084695773744574e+00
3.3 5.877668672974240e-04 6.856134769993316e+00
3.4 6.095051033229911e-04 7.239160116997301e+00
3.5 6.117815652524694e-04 7.049417096765547e+00
3.6 6.130551481959148e-04 6.818373308426704e+00
3.7 6.349438461723168e-04 7.225621484393407e+00
3.8 6.368628288058646e-04 7.040027107551413e+00
3.9 6.381290167443474e-04 6.814505792338119e+00
4 6.598939915716653e-04 7.230398020713074e+00
4.1 6.618035801451016e-04 7.053757065649108e+00
4.2 6.629536300641551e-04 6.843458412895944e+00
4.3 6.843776483655029e-04 7.250479738439922e+00
4.4 6.866067470887967e-04 7.087437607617298e+00
4.5 6.876639630591902e-04 6.895459629234919e+00
4.6 7.077547126339777e-04 7.265139809709469e+00
4.7 7.112360149836730e-04 7.137695602694274e+00
4.8 7.123391526049117e-04 6.961988186881872e+00
4.9 7.159401249728652e-04 6.716906941998920e+00
5 7.355614798857865e-04 7.200760483856323e+00
5.1 7.369487373156857e-04 7.039481680339498e+00
5.2 7.380298986665033e-04 6.846847941818453e+00
5.3 7.589830196603340e-04 7.264651773399317e+00
5.4 7.613805097251377e-04 7.126303383886695e+00
5.5 7.623782876723390e-04 6.961725826098354e+00
5.6 7.652346275290963e-04 6.727650683618869e+00
5.7 7.853429910510670e-04 7.219179544375364e+00
5.8 7.867898977154753e-04 7.071765378328610e+00
5.9 7.877184272269466e-04 6.902438370491081e+00
6 8.061476965569509e-04 7.245076539659309e+00
6.1 8.108680885695293e-04 7.183644776397771e+00
6.2 8.120120029493933e-04 7.037158185655816e+00
6.3 8.130005991468082e-04 6.862775218871176e+00
6.4 8.331426351065482e-04 7.273891950526045e+00
6.5 8.360893761002469e-04 7.165307009991777e+00
6.6 8.371121996113791e-04 7.021752635412800e+00
6.7 8.381535841760149e-04 6.846748056794838e+00
6.8 8.585126689742849e-04 7.274717114778140e+00
6.9 8.611270540773975e-04 7.163568234264971e+00
7 8.621116447665767e-04 7.024476961581749e+00
7.1 8.631054808931669e-04 6.856105217762612e+00
7.2 8.830853918857198e-04 7.276016920355698e+00
7.3 8.860069981359768e-04 7.177042118285243e+00
7.4 8.870176921786868e-04 7.043717714940739e+00
7.5 8.878998432316276e-04 6.887304720156890e+00
7.6 9.062311972927236e-04 7.251641785606600e+00
7.7 9.107057634281131e-04 7.203894304872904e+00
7.8 9.118300887201793e-04 7.077254556196911e+00
7.9 9.126288616255290e-04 6.934033938696648e+00
8 9.176091531692213e-04 6.771996271288847e+00
8.1 9.351046140019299e-04 7.241371096323538e+00
8.2 9.365281329017245e-04 7.122862477635477e+00
8.3 9.373294154118384e-04 6.991406962314865e+00
8.4 9.385217802679630e-04 6.822471722243609e+00
8.5 9.586944061090052e-04 7.277591953695878e+00
8.6 9.610447169079874e-04 7.178516006344823e+00
8.7 9.619790112664167e-04 7.056872674429655e+00
8.8 9.627630057425194e-04 6.917080092839123e+00
8.9 9.724896413837754e-04 6.943954733672488e+00
9 9.851582786085903e-04 7.241178371907230e+00
9.1 9.865059061207129e-04 7.129198105948740e+00
9.2 9.872761950817058e-04 7.005848612314090e+00
9.3 9.882637416683674e-04 6.853101709006436e+00
9.4 1.007483162097130e-03 7.276037074818609e+00
9.5 1.010735066236437e-03 7.207304762832965e+00
9.6 1.011765219426225e-03 7.094780284530747e+00
9.7 1.012483904543978e-03 6.969931681630560e+00
9.8 1.013915768133137e-03 6.803110300797800e+00
9.9 1.033855896165114e-03 7.278531259030807e+00
10 1.036006914327264e-03 7.186232386798014e+00
10.1 1.036903228679807e-03 7.074957283702337e+00
10.2 1.037610473158054e-03 6.949872806983352e+00
10.3 1.039608106081325e-03 6.776633621438589e+00
10.4 1.059262272611257e-03 7.273174615199670e+00
10.5 1.061105251160304e-03 7.178310016944198e+00
10.6 1.061948310483655e-03 7.069276758703158e+00
10.7 1.062644902412254e-03 6.946258427595485e+00
10.8 1.064730082392434e-03 6.776114477134922e+00
10.9 1.084225186336301e-03 7.274599688020325e+00
11 1.086070929848139e-03 7.182814498589944e+00
11.1 1.086911404235324e-03 7.076903577375830e+00
11.2 1.087586308734777e-03 6.958384457495912e+00
11.3 1.089160353770932e-03 6.798294976242937e+00
11.4 1.108741030232233e-03 7.281433797543214e+00
11.5 1.110903289618903e-03 7.198749020672096e+00
11.6 1.111794370457216e-03 7.096659777161258e+00
11.7 1.112450414666015e-03 6.984247861901022e+00
11.8 1.113523967847805e-03 6.841176048084478e+00
11.9 1.132326365800224e-03 7.276953056790807e+00
12 1.135560307119510e-03 7.224798631673933e+00
12.1 1.136588486775405e-03 7.127169375940881e+00
12.2 1.137253881725237e-03 7.021334900242532e+00
12.3 1.138030170262679e-03 6.895472966849754e+00
12.4 1.150159558913632e-03 7.059586462434863e+00
12.5 1.159904484561027e-03 7.258230098295789e+00
12.6 1.161263547982827e-03 7.167056355011453e+00
12.7 1.161997114768286e-03 7.067425748914815e+00
12.8 1.162639210668439e-03 6.955449481059476e+00
12.9 1.164158194761269e-03 6.805626290079461e+00
13 1.183357156848908e-03 7.284478817958716e+00
13.1 1.185732172916298e-03 7.214932076592874e+00
13.2 1.186652870922465e-03 7.121011658239637e+00
13.3 1.187283357372015e-03 7.019359059438029e+00
13.4 1.188038598635278e-03 6.898635651892889e+00
13.5 1.197482481515002e-03 6.958854483677888e+00
13.6 1.209700224960244e-03 7.266320525125966e+00
13.7 1.211145699409529e-03 7.181107512924044e+00
13.8 1.211892794730330e-03 7.086988917081282e+00
13.9 1.212497229318269e-03 6.983214119989595e+00
14 1.213493516383121e-03 6.852716817483334e+00
14.1 1.231062995130227e-03 7.255647186066158e+00
14.2 1.235243789170001e-03 7.245742084681551e+00
14.3 1.236369652870990e-03 7.158623005497176e+00
14.4 1.237037200341357e-03 7.064927364815398e+00
14.5 1.237646039542794e-03 6.959809459006674e+00
14.6 1.238960474365087e-03 6.822229533913156e+00
14.7 1.257579992332479e-03 7.281839745976986e+00
14.8 1.260479535336145e-03 7.233789125166084e+00
14.9 1.261474957261524e-03 7.147324837180541e+00
15 1.262105661087268e-03 7.054733191561887e+00
15.1 1.262718325109338e-03 6.949961363417664e+00
15.2 1.264227094579187e-03 6.811270677857832e+00
15.3 1.282898578383574e-03 7.284715461160101e+00
15.4 1.285528049489345e-03 7.231587504930052e+00
15.5 1.286487993637861e-03 7.146750314833465e+00
15.6 1.287105513631020e-03 7.056065653101000e+00
15.7 1.287705158749604e-03 6.953738440370509e+00
15.8 1.289087895452025e-03 6.819663398704733e+00
15.9 1.307505775563288e-03 7.281700088797572e+00
16 1.310415675580688e-03 7.238749838680682e+00
16.1 1.311415854946568e-03 7.156267361759458e+00
16.2 1.312040359382726e-03 7.068207314996560e+00
16.3 1.312613574470236e-03 6.970104421137286e+00
16.4 1.313686344976270e-03 6.845585711812481e+00
16.5 1.330960857294110e-03 7.254702409536264e+00
16.6 1.335111723048207e-03 7.254166136406040e+00
16.7 1.336251203799005e-03 7.175110803244979e+00
16.8 1.336910877479769e-03 7.090135009285710e+00
16.9 1.337461272341847e-03 6.997231313077819e+00
17 1.338257626221600e-03 6.884824998860072e+00
17.1 1.348895011857972e-03 7.019904685351530e+00
17.2 1.359488101687533e-03 7.274833190866151e+00
17.3 1.360965481358808e-03 7.202402027546111e+00
17.4 1.361710317143319e-03 7.120729617686345e+00
17.5 1.362261456683306e-03 7.033151248450576e+00
17.6 1.362882092975378e-03 6.932349036137918e+00
17.7 1.364828909458585e-03 6.800397895948597e+00
17.8 1.383051226417477e-03 7.286605794429552e+00
17.9 1.385480905704454e-03 7.236840095782133e+00
18 1.386415219144773e-03 7.158979643064550e+00
18.1 1.387012127747843e-03 7.076257164195029e+00
18.2 1.387550095205786e-03 6.985071817199557e+00
18.3 1.388411766890018e-03 6.873284665306444e+00
18.4 1.401438709917934e-03 7.114253114104178e+00
18.5 1.409554540539711e-03 7.273981379217799e+00
18.6 1.410963266218740e-03 7.203962348526658e+00
18.7 1.411689441087754e-03 7.125485737378202e+00
18.8 1.412225932453680e-03 7.041698963579182e+00
18.9 1.412805288461774e-03 6.946476441423205e+00
19 1.414211997413526e-03 6.823337253723837e+00
19.1 1.431903997137450e-03 7.274652475843645e+00
19.2 1.435171628207114e-03 7.253481143175422e+00
19.3 1.436231272378031e-03 7.180232326578640e+00
19.4 1.436860513122546e-03 7.101922266415269e+00
19.5 1.437375008564197e-03 7.017354191301625e+00
19.6 1.438020736955612e-03 6.918720766991155e+00
19.7 1.440563810809748e-03 6.797080782773858e+00
19.8 1.458203754453574e-03 7.287740970905038e+00
19.9 1.460464916806761e-03 7.239302883764474e+00
20 1.461374379050278e-03 7.165919682537288e+00
20.1 1.461956334391988e-03 7.088208325580238e+00
20.2 1.462463273237758e-03 7.003608203325201e+00
20.3 1.463162982687164e-03 6.903404404946619e+00
20.4 1.467270339101973e-03 6.813244371354331e+00
20.5 1.483622996430160e-03 7.287531348981343e+00
20.6 1.485575805672233e-03 7.233310463326124e+00
20.7 1.486426692494603e-03 7.160788172462583e+00
20.8 1.486988189865972e-03 7.084164036657697e+00
20.9 1.487488694391624e-03 7.000596298810317e+00
21 1.488194698158001e-03 6.901448537089527e+00
21.1 1.492444767601918e-03 6.818081278371244e+00
21.2 1.508584697189670e-03 7.287876420244833e+00
21.3 1.510546834010450e-03 7.235525022027080e+00
21.4 1.511400590044884e-03 7.164445756061942e+00
21.5 1.511960746774659e-03 7.089406165049981e+00
21.6 1.512451936024051e-03 7.007956357506147e+00
21.7 1.513110308464316e-03 6.912438095850527e+00
21.8 1.515916225375619e-03 6.801801132919886e+00
21.9 1.533084864527226e-03 7.287895199845190e+00
22 1.535375935854498e-03 7.245408737809577e+00
22.1 1.536295705405951e-03 7.176388375286537e+00
22.2 1.536875206576283e-03 7.103331780163847e+00
22.3 1.537358605005277e-03 7.024819456304622e+00
22.4 1.537942066473956e-03 6.934711505545859e+00
22.5 1.539529597123439e-03 6.820121506548320e+00
22.6 1.556705973003907e-03 7.272091221858215e+00
22.7 1.560014925561029e-03 7.261760123298906e+00
22.8 1.561098136363244e-03 7.196016352211533e+00
22.9 1.561728149265678e-03 7.125200485891487e+00
23 1.562215164114665e-03 7.050025449287932e+00
23.1 1.562729578546735e-03 6.966021513803376e+00
23.2 1.563687647935609e-03 6.862409953939569e+00
23.3 1.576741617994370e-03 7.128794104292254e+00
23.4 1.584311283565281e-03 7.281017722395986e+00
23.5 1.585769599296099e-03 7.222558637514901e+00
23.6 1.586506739770988e-03 7.154258542116203e+00
23.7 1.587022434828599e-03 7.082412002857444e+00
23.8 1.587494972055871e-03 7.004289378622800e+00
23.9 1.588144308571069e-03 6.912839298340062e+00
24 1.590702556597750e-03 6.806420106152292e+00
24.1 1.607689993078106e-03 7.285743270397782e+00
24.2 1.610210208471405e-03 7.254415446275182e+00
24.3 1.611177927896485e-03 7.189798953188237e+00
24.4 1.611769188831749e-03 7.121032942069256e+00
24.5 1.612238949677864e-03 7.048021963870154e+00
24.6 1.612743061393758e-03 6.966509123825757e+00
24.7 1.613669173665817e-03 6.866667675656818e+00
24.8 1.625116498155807e-03 7.073436883226664e+00
24.9 1.634098132577158e-03 7.284614228937108e+00
25 1.635658101818375e-03 7.230833830780442e+00
25.1 1.636422517996593e-03 7.165235130366853e+00
25.2 1.636943343142329e-03 7.096361246967818e+00
25.3 1.637399081359682e-03 7.022305821427755e+00
25.4 1.637960303005132e-03 6.937666823742959e+00
25.5 1.639362889169350e-03 6.831773520064469e+00
25.6 1.655516500278989e-03 7.246765201118908e+00
25.7 1.659690355734118e-03 7.273238247687188e+00
25.8 1.660899962640023e-03 7.214394496192420e+00
25.9 1.661566681442266e-03 7.148963626312540e+00
26 1.662052130853096e-03 7.080263912679201e+00
26.1 1.662506585739269e-03 7.005678414226126e+00
26.2 1.663125031219523e-03 6.919037275992637e+00
26.3 1.665161050219164e-03 6.814510707524988e+00
26.4 1.681901579283426e-03 7.275984644796729e+00
26.5 1.684950922149896e-03 7.265451788185385e+00
26.6 1.686015652937467e-03 7.205642587168217e+00
26.7 1.686636580018108e-03 7.140839406936227e+00
26.8 1.687104635423099e-03 7.072717883609688e+00
26.9 1.687558229333312e-03 6.998436305698203e+00
27 1.688204542599442e-03 6.911610419593853e+00
27.1 1.690622172160055e-03 6.812432920931996e+00
27.2 1.707211728244835e-03 7.280698638960735e+00
27.3 1.710007997746489e-03 7.263658222312873e+00
27.4 1.711035138688942e-03 7.204464673709590e+00
27.5 1.711643242027198e-03 7.140615630904879e+00
27.6 1.712104623624197e-03 7.073542629966449e+00
27.7 1.712551729570698e-03 7.000523622816170e+00
27.8 1.713179670076837e-03 6.915547895918954e+00
27.9 1.715316874910538e-03 6.815654124299307e+00
28 1.731815151259611e-03 7.274702018774846e+00
28.1 1.734889490940838e-03 7.267954725506864e+00
28.2 1.735965771038963e-03 7.210546213506790e+00
28.3 1.736589797910795e-03 7.147942180013310e+00
28.4 1.737054112342468e-03 7.082346617828032e+00
28.5 1.737489983778230e-03 7.011439286204244e+00
28.6 1.738062438031262e-03 6.930038147173237e+00
28.7 1.739585884133519e-03 6.830194332340557e+00
28.8 1.755354250357619e-03 7.243189112193302e+00
28.9 1.759560449178286e-03 7.277207255552593e+00
29 1.760797643215047e-03 7.223431578457460e+00
29.1 1.761472899196267e-03 7.162379341004524e+00
29.2 1.761953621032212e-03 7.098561005610835e+00
29.3 1.762379829033057e-03 7.030328269435971e+00
29.4 1.762885063536042e-03 6.953557301069325e+00
29.5 1.763901604288830e-03 6.860012717026428e+00
29.6 1.775352426918683e-03 7.084835955956559e+00
29.7 1.783881416154825e-03 7.287584255641908e+00
29.8 1.785496366109110e-03 7.242396556233812e+00
29.9 1.786280052771539e-03 7.183428405872240e+00
30 1.786799907957523e-03 7.121536443679715e+00
30.1 1.787227120840932e-03 7.056190493546283e+00
30.2 1.787676235912577e-03 6.984354188380210e+00
30.3 1.788375599886619e-03 6.899779923624864e+00
30.4 1.791524721062311e-03 6.821227101762277e+00
30.5 1.807352573834648e-03 7.282732867201402e+00
30.6 1.809972461906642e-03 7.265754333521727e+00
30.7 1.810980994300656e-03 7.210506530310889e+00
30.8 1.811581462694923e-03 7.150649957699315e+00
30.9 1.812031470846206e-03 7.088094923332990e+00
31 1.812448983273369e-03 7.020904428442452e+00
31.1 1.812969420635197e-03 6.944865398198514e+00
31.2 1.814098455110217e-03 6.852327911988203e+00
31.3 1.826784690096729e-03 7.134381195461922e+00
31.4 1.833957966541754e-03 7.287074607476915e+00
31.5 1.835502867406212e-03 7.242582233741566e+00
