#%agarose eta eta_lo eta_hi eta_err
0.500000   0.866061   0.814946   0.919951   0.052502
   1.000000   0.847913   0.787300   0.912057   0.062379
   2.000000   0.836394   0.793607   0.881374   0.043884
   4.000000   0.847913   0.769453   0.931514   0.081030
